#A. Arinyo-i-Prats, V1, catalogue Metal Stength  mesure of the metal strength (corrected by the DLA's column and not) belonging to the Damped Lyman-alpha systems  SDSS catalog (done by P. Notredame DR12_V1)
# ========================================================================================   
# Col1:  A15 (I5-I04-I04)  MJD, plate and fiber number of highest SNR spectrum (if combined)
# Col2:  F9.5              Right ascension in degrees
# Col3:  F+8.4             Declination in degrees 
# Col4:  F6.4		   Quasar redshift
# Col5:  F5.1              Continuum to noise ratio in [Lyb-Lya] region
# col6:  I6		   Visual Flag for the DLAs
# Col7:  I6                Balnicity Index (km/s)      --> Isabelle
# Col8:  F6.4              Absorption redshift of the DLA candidate
# Col9:  F5.2              Log10 of HI column density (cm^-2)
# Col10-11: 		   Metal strenght and its error, corrected by the column density HI, in adimensional units
# Col12-13: 		   Metal strenght and its error, uncorrected , in adimensional units
#=======================================================================================================
##MJD-Plate-Fiver RA       Dec 	    zqso CNR  flDLA BI  z_abs   NHI 	MS(HI)   errMS(HI) MS	  errMS  
#-------------------------------------------------------------------------------------------------------
56190-6182-0960 1.50201   +11.3628  2.51  3.9   1  0    2.2529  21.07   0.2130   0.247   0.2651   0.34    
56190-6182-0050 1.50249   +9.9110   2.59  3.3   0  0    2.3946  20.32   2.7100   0.516   2.2589   0.431   
56568-7035-0628 1.50862   -3.6366   2.3   4.8   0  0    2.1128  21.08   1.0933   0.148   1.5786   0.209   
56190-6182-0052 1.50955   +9.9511   2.993 14.4  1  0    2.795   20.01   1.0872   0.114   0.6359   0.0662  
56190-6182-0052 1.50955   +9.9511   2.993 14.4  1  0    2.9178  20.04   0.6758   0.0766  0.4754   0.0563  
56591-7148-0786 1.52245   -6.1345   3.37  8.3   1  0    2.3665  20.16   1.1251   0.68    0.9030   0.415   
56591-7148-0786 1.52245   -6.1345   3.37  8.3   1  0    3.3598  20.24   0.2174   0.193   0.1511   0.164   
56544-6877-0188 1.52683   +26.1700  2.948 12.3  1  0    1.9956  20.31   -0.0133  0.232   0.0164   0.183   
56544-6877-0188 1.52683   +26.1700  2.948 12.3  1  0    2.6961  20.87   -0.1485  0.0521  -0.1812  0.0657  
56568-7035-0370 1.53957   -5.9040   3.385 1.8   0  0    3.1907  20.17   1.8928   2.42    1.4387   1.46    
56625-7168-0743 1.57578   -8.7359   3.308 3.3   1  0    2.8796  20.39   0.6795   1.19    0.6020   1.05    
55831-4415-0142 1.59113   +5.1255   2.654 2.1   0  0    2.4537  20.79   1.3309   0.202   1.5968   0.243   
55923-5648-0516 1.59265   +10.7285  2.271 3.9   0  0    2.098   20.15   -1.1835  0.479   -0.8340  0.323   
56544-6877-0180 1.60893   +25.7006  3.276 11.4  1  0    2.0527  20.12   0.0634   1.1     0.0198   0.442   
56539-6879-0144 1.62945   +22.4363  2.949 8.9   1  0    2.7367  21.06   1.9669   0.0593  2.7542   0.0837  
56564-7034-0986 1.65707   -4.0789   2.974 4.6   0  0    2.1073  20.21   -0.3958  0.868   -0.1568  0.594   
55478-4217-0338 1.65832   -0.6156   4.427 3.3   0  0    4.3516  20.16   -0.3737  0.167   -0.2970  0.14    
55539-4365-0570 1.65884   -2.0696   2.955 5.2   1  0    2.9004  21      1.0732   0.121   1.3573   0.155   
56238-6173-0172 1.65905   +16.6426  2.624 2.7   1  0    2.2884  20.19   0.3913   0.762   0.2922   0.532   
55478-4217-0706 1.68151   +1.1205   3.041 6     1  0    2.4481  20.85   1.3597   0.339   1.7134   0.44    
55478-4217-0706 1.68151   +1.1205   3.041 6     1  0    2.7444  20.36   0.6520   0.229   0.5677   0.199   
55912-5649-0784 1.70849   +13.8532  3.085 3     0  0    2.3875  20.08   -0.8108  1.13    -0.5108  0.651   
55478-4217-0294 1.72868   -0.2310   2.579 8.4   1  0    2.4268  21.09   0.6094   0.0727  0.9118   0.105   
56591-7148-0204 1.73285   -8.1942   2.855 10.8  1  0    2.8132  20.27   1.7393   0.0909  1.4625   0.0775  
56264-6176-0236 1.74867   +12.3807  2.504 5.3   0  0    2.3081  20.09   0.5333   0.334   0.3944   0.219   
55478-4217-0224 1.75595   -1.2498   2.056 3     0  0    1.9817  20.42   3.8355   0.121   3.5535   0.111   
56190-6182-0018 1.76239   +10.7076  2.938 2.9   1  0    2.8325  20.31   2.7359   0.235   2.4164   0.209   
56240-6170-0102 1.78630   +18.9987  2.731 2.1   0  0    2.1951  20.5    -0.3762  0.953   -0.3993  0.919   
56240-6170-0102 1.78630   +18.9987  2.731 2.1   0  0    2.2269  20.5    -1.4066  0.959   -1.3551  0.935   
56544-6877-0906 1.79917   +27.6570  3.008 3.5   0  0    2.2076  20.02   -2.8655  0.776   -1.6208  0.414   
56568-7035-0322 1.80116   -5.6337   2.621 4.5   0  0    2.1584  20.71   0.8254   0.46    0.9707   0.533   
56544-6877-0152 1.81301   +25.9991  2.607 5.1   1  0    2.038   20.06   1.5298   1.03    0.4550   0.494   
56544-6877-0152 1.81301   +25.9991  2.607 5.1   1  0    2.06    20.29   3.1122   0.445   2.4404   0.34    
56539-6879-0082 1.81677   +21.6640  2.549 7.5   1  0    2.1623  20      2.6553   0.463   1.3657   0.212   
55478-4217-0752 1.83253   +1.0510   3.15  1.6   0  0    3.1246  20.27   1.1373   0.755   1.0024   0.673   
55478-4217-0226 1.83274   -1.0720   3.062 3     1  0    3.0344  20.31   1.3426   0.248   1.1546   0.216   
56566-7134-0092 1.83354   +29.0166  2.172 3.1   0  0    2.0401  20.2    0.7790   0.309   0.5749   0.22    
55539-4365-0632 1.84767   -1.3943   2.101 2.7   0  0    2.0741  20.01   2.3514   0.283   1.6473   0.188   
55539-4365-0634 1.84899   -1.4441   3.237 4.1   1  0    2.6997  20.25   3.7002   1.04    2.7488   0.777   
56238-6173-0160 1.85171   +17.6571  3.873 3.9   0  0    2.8609  20.19   2.0203   0.866   1.2973   0.596   
56219-6113-0490 1.86441   +10.5202  3.286 11.2  1  0    2.8114  20.07   -0.5784  0.899   -0.0816  0.49    
56566-7134-0934 1.87147   +30.1757  3.121 2     1  0    2.8044  20.92   -0.1410  0.336   -0.1657  0.422   
55499-4296-0952 1.87825   +2.4098   3.551 28.8  1  0    3.5507  20.62   1.0028   0.0521  1.0516   0.0548  
56543-6880-0607 1.88235   +24.7847  2.55  2.7   0  0    2.365   20.33   1.7486   0.666   1.4405   0.551   
55499-4296-0996 1.89017   +2.1943   2.674 2.9   0  0    2.3542  20.24   1.8242   0.936   1.3411   0.68    
56564-7135-0762 1.89233   +28.8412  2.291 5.5   0  0    2.1949  20.67   1.8587   0.0838  2.0419   0.0916  
55863-4534-0144 1.89787   +8.3865   3.195 15.9  0  0    2.064   20.59   -0.2590  0.246   -0.2647  0.271   
55863-4534-0144 1.89787   +8.3865   3.195 15.9  0  0    2.1502  20.95   1.3630   0.0829  1.9459   0.119   
56269-6172-0016 1.89897   +15.9278  3.425 8.1   0  0    2.201   20.11   -4.0972  1.93    -2.1093  0.784   
56568-7126-0368 1.92426   +33.4585  2.593 6.3   1  0    2.2202  20.16   1.1837   0.347   0.7825   0.218   
56311-6171-0308 1.92581   +19.9804  2.25  1.7   1  0    2.0895  21.52   -0.5978  0.365   -1.0858  0.666   
55478-4217-0786 1.93622   +1.2399   2.588 3.8   0  0    2.1296  20.09   1.4126   0.877   0.8236   0.527   
56543-6880-0652 1.94157   +24.8866  3.713 7.4   1  0    3.6024  20.28   0.0321   0.175   0.0294   0.154   
55912-5649-0860 1.94443   +12.5052  2.486 13.5  0  0    2.147   20.89   0.8829   0.0853  1.2031   0.116   
55478-4217-0800 1.95487   +0.6888   4.818 4.2   1  0    3.6151  20.23   0.0000   0       0.0000   0       
55478-4217-0800 1.95487   +0.6888   4.818 4.2   1  0    4.1332  20.02   1.7476   2.78    0.6546   1.41    
55478-4217-0800 1.95487   +0.6888   4.818 4.2   1  0    4.5026  20.13   -1.9550  1.84    -1.2674  1.2     
55478-4217-0800 1.95487   +0.6888   4.818 4.2   1  0    4.5935  20.18   0.0000   0       0.0000   0       
55478-4217-0800 1.95487   +0.6888   4.818 4.2   1  0    4.6765  20.15   -0.0496  0.215   -0.0408  0.185   
55478-4217-0800 1.95487   +0.6888   4.818 4.2   1  0    4.7423  20.82   0.5632   0.558   0.6654   0.659   
56238-6173-0108 1.97602   +17.3179  2.523 2.9   1  0    2.2649  20.69   2.5682   0.547   2.9871   0.63    
55511-4298-0532 1.97803   +2.2825   3.59  3.5   1  0    2.8246  20.2    1.5989   0.951   1.1225   0.661   
55855-4533-0590 2.01911   +8.0062   2.329 2.2   1  0    2.2832  20.36   1.9778   0.261   1.8167   0.237   
56311-6171-0750 2.07042   +22.4904  3.166 14.1  1  0    3.024   20.38   0.5049   0.0821  0.4398   0.0716  
56219-6113-0474 2.07770   +10.4694  2.566 4.1   1  0    2.2196  20.39   4.7130   0.481   4.0613   0.413   
55478-4217-0816 2.07844   +0.3623   3.17  3     0  0    2.3265  20.69   3.5986   1.31    4.2631   1.62    
55912-5649-0158 2.10689   +12.4502  2.432 1.9   0  0    2.3805  20.27   -0.6719  0.423   -0.5341  0.369   
56219-6113-0452 2.13430   +10.7142  2.732 6.4   0  0    2.0943  20.18   3.2687   0.465   2.1806   0.31    
56240-6170-0060 2.13860   +18.9532  2.415 8.6   1  0    2.2483  21.32   2.2374   0.0557  3.6587   0.0914  
55499-4296-0004 2.14523   +1.8303   3.421 32.1  0  0    2.7084  20.06   0.6644   0.268   0.2613   0.149   
56591-7148-0922 2.16477   -6.8332   2.168 3     0  0    2.0562  20.06   0.2915   0.467   0.1724   0.29    
55479-4218-0508 2.17122   +0.6223   3.98  3.5   1  0    2.98    20.8    2.2261   0.372   2.8806   0.465   
55479-4218-0508 2.17122   +0.6223   3.98  3.5   1  0    3.7335  20.1    0.0000   0       0.0000   0       
56564-7135-0804 2.19766   +28.6870  3.639 4.7   1  0    2.7773  20.49   -0.0215  0.429   -0.0174  0.403   
56564-7135-0804 2.19766   +28.6870  3.639 4.7   1  0    2.8346  21.23   1.7805   0.256   2.7811   0.428   
55479-4218-0484 2.19825   -0.3303   2.863 9.6   1  0    2.7229  20.65   0.4973   0.108   0.5407   0.117   
55806-4297-0799 2.20198   +4.4037   2.669 7.9   1  0    2.3112  20.51   1.6907   0.245   1.6507   0.241   
56568-7035-0750 2.20328   -3.8139   3.62  6.1   0  0    2.3196  20.05   -16.7198 5.17    -7.8552  2.52    
56191-6112-0592 2.22802   +15.0792  2.519 6.7   1  0    2.075   21.43   0.5682   0.156   1.1218   0.289   
56213-6178-0600 2.23272   +16.7070  3.505 3.4   0  0    2.8     20.01   3.4601   2.41    1.9401   1.23    
56540-6881-0494 2.23412   +22.8325  2.412 2.7   0  0    2.1848  20.49   1.2852   0.405   1.2392   0.39    
56564-7135-0180 2.27406   +27.5402  2.911 5.7   1  0    2.2381  20.87   0.0071   0.289   -0.1303  0.38    
56566-7127-0850 2.29359   +32.1167  3.717 8.1   1  0    2.4465  20.18   -4.5610  0.445   -3.0977  0.305   
56566-7127-0850 2.29359   +32.1167  3.717 8.1   1  0    2.6048  21.1    0.5354   0.255   0.9800   0.432   
56566-7127-0850 2.29359   +32.1167  3.717 8.1   1  0    3.2806  20.51   0.9164   0.328   0.9115   0.322   
56219-6113-0601 2.30773   +11.1683  2.518 7     1  0    2.144   20.58   2.6538   0.19    2.7675   0.198   
56628-7169-0604 2.34200   -9.3646   2.945 2.5   1  0    2.7773  20.64   1.0938   0.341   1.1784   0.367   
55478-4217-0114 2.36492   -0.1522   2.432 2.6   0  0    2.1563  20.12   4.4004   0.835   2.8180   0.565   
56219-6113-0420 2.36675   +10.5755  3.191 2.8   0  0    2.4744  20.25   2.2860   0.889   1.6278   0.641   
56270-6111-0382 2.38272   +17.4662  2.642 2.1   1  0    2.4545  20.25   2.3499   0.484   1.8155   0.371   
56269-6276-0524 2.39051   +27.1572  3.184 9.6   1  0    2.7092  21.27   0.6306   0.245   0.9920   0.417   
55855-4533-0354 2.39682   +6.4791   2.939 12.7  0  0    2.1571  20.18   3.2279   0.177   2.1227   0.117   
56566-7134-0982 2.41100   +30.5195  3.297 6.4   1  0    3.0156  20.76   0.3614   0.149   0.4051   0.174   
56191-6112-0414 2.43223   +13.3424  2.38  3     0  0    2.3104  20.23   -0.8248  0.367   -0.5694  0.303   
56269-6276-0550 2.44496   +27.7220  3.658 4.9   1  0    2.4118  20.05   -1.8630  0.864   -1.0585  0.494   
56219-6113-0624 2.44582   +12.0703  2.254 3.3   1  0    2.2208  20.75   3.7191   0.18    4.3032   0.21    
56625-7168-0916 2.50430   -9.0887   3.722 2.1   0  0    3.0615  20.35   -0.0597  1.31    -0.0046  1.08    
56566-7134-0984 2.51221   +30.4320  2.427 3.7   1  0    2.2291  20.28   0.9100   0.225   0.7210   0.177   
56311-6171-0824 2.51302   +22.4941  2.607 8.5   1  0    2.3683  20.39   1.1841   0.131   1.0402   0.116   
55863-4534-0022 2.51371   +8.3821   2.406 3     0  0    2.1724  20.12   -0.6801  0.444   -0.4190  0.298   
56243-6174-0460 2.51502   +18.6135  2.225 2.5   1  0    2.1033  20.35   3.2607   0.766   2.7785   0.651   
55806-4297-0867 2.54022   +4.7609   2.561 6     0  0    2.0108  20.02   0.8254   0.456   0.4156   0.222   
56593-7149-0612 2.54543   -6.8865   2.947 2.2   0  0    2.268   20.52   -0.9302  1.15    -0.8966  1.11    
55855-4533-0306 2.54598   +5.9127   2.411 14.2  0  0    1.9606  20.45   4.0515   0.127   3.7307   0.117   
56219-6113-0662 2.56092   +11.9555  3.076 1.8   1  0    2.6727  20.15   4.7366   3.13    3.0265   2.03    
56219-6113-0662 2.56092   +11.9555  3.076 1.8   1  0    2.9535  20.29   1.0951   0.581   0.8358   0.481   
56567-7133-0620 2.56355   +30.2198  2.614 5.3   1  0    2.2694  21.56   0.8518   0.185   1.6936   0.379   
56191-6112-0622 2.56466   +15.2302  3.272 7     1  0    2.4016  20.03   60.2338  37.2    15.3363  9.46    
56191-6112-0622 2.56466   +15.2302  3.272 7     1  0    3.2497  20.65   1.5676   0.156   1.6863   0.168   
56311-6171-0134 2.57100   +20.3329  3.024 5.1   1  0    2.5118  20.15   3.6160   0.77    2.3804   0.489   
56311-6171-0134 2.57100   +20.3329  3.024 5.1   1  0    3.0011  20.55   0.8382   0.156   0.8536   0.158   
56568-7035-0160 2.58782   -4.7281   3.331 4.1   1  0    3.0906  21.33   1.2020   0.109   1.9839   0.181   
56219-6113-0350 2.58825   +9.4503   2.157 1.9   0  0    2.1412  20.13   1.5532   0.355   1.2402   0.263   
56543-6880-0241 2.59495   +23.3024  2.388 3.7   1  0    2.1059  20.42   -1.0011  0.271   -0.9176  0.248   
56219-6113-0680 2.61380   +11.3475  3.349 4.9   0  0    2.274   20.61   -2.7188  1.01    -3.1946  1.16    
56219-6113-0680 2.61380   +11.3475  3.349 4.9   0  0    2.3821  20.04   5.7823   0.936   2.8254   0.458   
56540-6881-0580 2.62266   +23.0992  2.291 3.6   1  0    2.2025  20.55   -0.1942  0.131   -0.1920  0.133   
56269-6276-0563 2.62840   +27.0202  3.524 5     1  0    2.6575  20.56   1.3911   0.792   1.3308   0.838   
55539-4365-0210 2.63686   -3.2312   2.547 3.6   1  0    2.1016  20.4    0.3657   0.645   0.3092   0.567   
56219-6113-0367 2.63774   +10.2802  3.047 5.3   0  0    2.6457  20.07   0.3568   1.33    0.5585   0.753   
56219-6113-0700 2.63961   +10.8752  2.926 3.6   1  0    2.6147  20.07   3.6057   0.336   2.3819   0.223   
56569-7036-0478 2.65286   -4.8661   3.598 14.3  0  0    2.0499  20.49   0.7231   0.901   0.6712   0.837   
56219-6113-0686 2.65667   +10.9239  2.671 6.5   0  0    2.2756  20.35   0.0166   0.297   -0.0135  0.246   
56591-7148-0973 2.65739   -7.2361   2.904 11.5  1  0    2.475   20.05   3.7397   0.371   2.2599   0.2     
56591-7148-0973 2.65739   -7.2361   2.904 11.5  1  0    2.5042  20.31   1.0509   0.271   0.8071   0.21    
56591-7148-0973 2.65739   -7.2361   2.904 11.5  1  0    2.7578  20.02   0.4048   0.15    0.2326   0.0893  
56568-7035-0876 2.67320   -3.8562   3.193 6.5   0  0    2.1863  21.08   -1.8665  0.212   -2.7329  0.349   
55855-4533-0288 2.68241   +7.0088   3.161 6.2   0  0    2.8715  20.06   -1.9237  0.262   -1.2396  0.172   
56593-7149-0342 2.68704   -7.7458   3.343 19.1  1  0    3.1698  20.32   -7.1971  0.668   -5.0955  0.473   
56593-7149-0342 2.68704   -7.7458   3.343 19.1  1  0    3.2926  20.21   2.1499   0.0854  1.8469   0.0729  
56191-6112-0321 2.69529   +13.1270  3.115 7.7   0  0    2.2854  20.32   -0.5081  0.39    -0.4107  0.323   
56593-7149-0304 2.70949   -7.8228   2.286 3.7   1  0    2.2748  20.09   0.7685   0.199   0.5977   0.144   
55539-4365-0834 2.73179   -1.5615   2.377 3.2   0  0    2.1353  20.05   0.7772   0.411   0.4641   0.264   
55479-4218-0582 2.73999   +1.1699   3.085 18.4  1  0    2.1448  20.54   1.2984   0.133   1.3098   0.135   
55479-4218-0582 2.73999   +1.1699   3.085 18.4  1  0    2.6281  20.16   -0.6792  0.257   -0.3340  0.166   
55479-4218-0582 2.73999   +1.1699   3.085 18.4  1  0    3.0289  21.01   0.8083   0.0356  1.0285   0.0463  
56568-7035-0882 2.76395   -4.1428   3.299 8.7   1  0    3.0612  21.18   1.0578   0.0705  1.6039   0.107   
55806-4297-0138 2.76964   +3.7156   2.286 2.6   0  0    2.25    20.06   1.4143   0.335   0.9486   0.249   
55511-4298-0350 2.77024   +1.9880   3.819 4.9   1  0    3.7532  20.46   1.1421   0.292   1.1310   0.286   
56566-7127-0116 2.80015   +31.8008  2.997 3.1   0  0    2.7332  20.12   0.4966   0.445   0.3654   0.315   
56568-7126-0214 2.80313   +33.2360  2.356 5.2   0  0    1.9932  20.87   1.5719   0.15    2.1404   0.206   
56213-6178-0281 2.81349   +14.7672  4.986 22.9  1  0    2.9335  20.38   0.0000   0       0.0000   0       
56213-6178-0281 2.81349   +14.7672  4.986 22.9  1  0    3.0215  20.96   5.7093   0.441   9.2288   0.713   
56213-6178-0281 2.81349   +14.7672  4.986 22.9  1  0    3.4539  21.35   0.0158   0.62    0.0346   1.36    
56213-6178-0281 2.81349   +14.7672  4.986 22.9  1  0    3.6119  20.65   0.0000   0       0.0000   0       
56191-6112-0307 2.81533   +14.1506  2.889 3.1   0  0    2.4897  20.22   5.3813   2.12    3.7597   1.49    
56568-7035-0902 2.81622   -3.6362   2.381 4     0  0    2.263   20.13   1.3151   0.491   0.8835   0.322   
55828-4416-0385 2.82408   +5.0739   3.346 9.6   1  0    2.6193  20.25   1.4968   0.309   1.0843   0.228   
56270-6111-0334 2.82534   +16.8091  2.633 4     1  0    2.4431  20.44   0.8972   0.206   0.8268   0.189   
55511-4298-0694 2.82633   +2.2891   2.886 3.3   1  0    2.2899  20.45   1.1962   0.515   1.2277   0.488   
56191-6112-0315 2.82941   +14.0114  3.129 2     0  0    3.0011  20.05   0.1415   0.305   0.0935   0.239   
55511-4298-0706 2.83263   +2.9776   3.47  2.5   0  0    3.2725  20.09   2.2797   0.874   1.5144   0.565   
56540-6881-0620 2.83853   +23.2270  3.699 6.7   0  0    2.437   20.06   3.9590   0.431   2.1422   0.243   
56567-7133-0344 2.85407   +29.6337  2.503 2.3   1  0    2.4808  20.41   0.4856   0.379   0.4568   0.35    
56213-6178-0282 2.85865   +14.9421  3.353 2.8   1  0    2.8941  21.71   0.8481   0.812   2.0083   1.95    
56213-6178-0282 2.85865   +14.9421  3.353 2.8   1  0    3.027   21.33   -0.0640  0.325   -0.0679  0.501   
56213-6178-0282 2.85865   +14.9421  3.353 2.8   1  0    3.2992  20.31   1.2139   0.522   1.1098   0.47    
56568-7126-0185 2.88491   +33.7394  3.152 13.3  1  0    2.6287  20.62   2.6253   0.198   2.8065   0.212   
55511-4298-0314 2.88515   +2.0908   2.544 5.5   1  0    2.0888  20.45   2.1201   0.416   1.9682   0.384   
56213-6178-0276 2.89387   +15.8604  4.307 3.5   1  0    3.5226  20.55   -1.3413  0.777   -1.4321  0.79    
56213-6178-0276 2.89387   +15.8604  4.307 3.5   1  0    3.5655  20.05   -74.8608 55.8    -24.3393 18.2    
56191-6112-0714 2.89435   +15.1121  3.047 2.8   1  0    2.8054  21.26   1.0849   0.161   1.6938   0.252   
56213-6178-0748 2.91448   +16.9214  2.62  5.1   1  0    2.3472  20.4    1.2732   0.187   1.1233   0.167   
56270-6111-0712 2.92169   +18.8338  2.903 14    1  0    2.1863  20.53   -0.0493  0.151   -0.0569  0.149   
56566-7127-0936 2.93731   +32.3118  3     4.9   1  0    2.7434  20.93   0.3494   0.0967  0.4567   0.127   
56270-6111-0284 2.94058   +16.3832  3.031 4.4   1  0    2.7152  21.01   0.4240   0.193   0.5704   0.258   
56628-7169-0621 2.94077   -8.5146   3.597 2.2   1  0    3.4003  20.34   -1.8566  1.07    -1.5185  0.868   
56564-7135-0962 2.94160   +29.4752  2.626 13.6  1  0    2.1087  20.65   0.2244   0.115   0.2420   0.128   
56567-7133-0308 2.94406   +30.1974  2.358 4.2   0  0    2.1067  20.12   1.5793   0.222   1.0681   0.153   
56567-7133-0308 2.94406   +30.1974  2.358 4.2   0  0    2.1641  20.66   1.5520   0.142   1.7054   0.157   
55479-4218-0350 2.95681   -0.4575   2.714 9.6   1  0    2.5636  20.85   1.3697   0.092   1.7360   0.115   
56219-6113-0284 2.95751   +10.1561  2.652 4.5   0  0    2.2839  20.54   -0.0033  0.36    0.0066   0.371   
56191-6112-0320 2.96873   +13.8951  2.332 5.7   1  0    2.1546  20.21   0.9141   0.221   0.6896   0.159   
55479-4218-0359 2.98603   -0.0947   3.131 6.1   1  0    2.1878  20.04   0.6717   1.11    -0.0240  0.522   
55478-4217-0060 2.99498   -0.6182   3.261 12.7  1  0    2.5369  20.65   0.1964   0.205   0.2103   0.223   
55479-4218-0654 3.00076   +0.1472   3.271 9.3   0  0    2.1826  20.26   -0.0014  0.329   0.0074   0.249   
56540-6881-0654 3.01288   +23.3047  2.342 7.1   1  0    2.3345  20.27   1.1683   0.105   1.0037   0.0881  
56568-7035-0046 3.01881   -5.8112   3.078 4.7   0  0    2.9133  20.14   3.0182   0.263   2.0547   0.179   
56568-7035-0046 3.01881   -5.8112   3.078 4.7   0  0    3.0335  20.56   0.5261   0.153   0.5392   0.156   
56243-6174-0669 3.01886   +20.5474  3.718 8     1  0    2.9029  20.07   1.6438   0.584   0.8362   0.334   
56243-6174-0669 3.01886   +20.5474  3.718 8     1  0    3.4209  20.45   0.5689   0.417   0.5104   0.377   
55479-4218-0648 3.02119   +0.6513   2.856 2.2   1  0    2.5998  20      -0.3200  0.896   -0.2940  0.527   
55479-4218-0648 3.02119   +0.6513   2.856 2.2   1  0    2.8414  20.09   0.2884   0.391   0.1690   0.292   
56540-6881-0366 3.02470   +21.7953  2.589 7.6   0  0    2.0317  20.09   1.8617   0.401   1.1158   0.221   
56540-6881-0648 3.02606   +23.5555  3.698 3.6   1  0    2.868   20.39   3.6845   0.744   3.1784   0.645   
56219-6113-0236 3.03244   +9.7890   4.745 5.4   0  -1   4.3893  21.03   0.6151   0.167   0.7860   0.222   
56219-6113-0236 3.03244   +9.7890   4.745 5.4   0  -1   4.5257  20.3    0.0000   0       0.0000   0       
56191-6112-0294 3.03500   +13.1351  3.849 6.8   1  0    2.6761  20.04   -1.1522  1.3     -0.5916  0.711   
56191-6112-0294 3.03500   +13.1351  3.849 6.8   1  0    2.8107  20.68   0.6080   0.91    0.7089   1.13    
56191-6112-0294 3.03500   +13.1351  3.849 6.8   1  0    3.0708  20.84   1.0011   0.542   1.2471   0.674   
55855-4533-0164 3.08550   +5.8099   2.266 4.8   0  0    1.9613  20.52   0.0004   0.24    0.0208   0.238   
56568-7035-0962 3.08731   -4.1796   3.797 4.2   0  0    2.4117  20.02   -0.5093  1.54    -0.2503  0.827   
55539-4365-0108 3.09263   -2.7603   3.341 5.8   1  0    2.9142  21.2    1.9011   0.408   3.0487   0.66    
56570-7131-0500 3.10178   +34.8621  2.536 3.7   0  0    2.3472  20.17   1.2438   0.534   0.8399   0.376   
56270-6111-0232 3.10222   +17.6505  3.958 6.1   1  0    2.6306  20.05   3.3245   1.13    1.8094   0.639   
56270-6111-0232 3.10222   +17.6505  3.958 6.1   1  0    3.4135  20.6    0.8515   0.404   0.8368   0.423   
56270-6111-0232 3.10222   +17.6505  3.958 6.1   1  0    3.6343  20.9    0.2646   0.212   0.3421   0.264   
56210-6183-0558 3.11458   +13.2351  2.681 6.8   1  0    2.5767  20.56   0.3826   0.105   0.3886   0.107   
56628-7169-0323 3.11935   -10.9015  2.374 5.3   0  0    2.1995  20.03   0.4436   0.155   0.2616   0.0917  
56191-6112-0274 3.12408   +13.9623  2.461 12.1  1  7    2.1626  20.13   2.2906   0.194   1.4355   0.117   
56191-6112-0266 3.13762   +13.7971  2.744 2.5   0  0    2.426   20.07   2.8959   0.56    1.8764   0.373   
55511-4298-0254 3.14404   +1.3937   2.984 13.1  0  0    2.3511  20.31   0.6637   0.378   0.5459   0.292   
56593-7149-0212 3.15066   -8.2359   3.896 2.6   1  0    3.1237  20.09   -3.2848  2.27    -1.7693  1.28    
56593-7149-0212 3.15066   -8.2359   3.896 2.6   1  0    3.8639  20.46   1.1879   0.445   1.1687   0.439   
56191-6112-0770 3.15762   +14.5453  3.129 21.7  1  0    2.1288  20.2    0.3562   0.193   0.2344   0.135   
56191-6112-0770 3.15762   +14.5453  3.129 21.7  1  0    2.4835  21.21   1.5005   0.0694  2.4235   0.119   
56191-6112-0770 3.15762   +14.5453  3.129 21.7  1  0    2.9306  20.61   0.5154   0.0513  0.5434   0.054   
56568-7126-0879 3.15994   +35.0026  2.51  5.1   0  0    2.293   20.3    2.0000   0.289   1.6143   0.234   
56191-6112-0232 3.16905   +13.8769  3.192 14.6  1  0    2.1418  20.02   0.5393   0.388   0.5275   0.194   
56191-6112-0232 3.16905   +13.8769  3.192 14.6  1  0    3.0213  20.6    1.3108   0.0813  1.3829   0.0854  
56567-7133-0292 3.18739   +29.5713  3.219 10.4  1  0    2.991   20.35   0.4911   0.11    0.4146   0.0929  
55479-4218-0320 3.19328   -0.0036   3.645 3.5   0  0    2.3696  20.05   -26.1404 10.3    -6.2287  4.12    
55539-4365-0906 3.20093   -1.4926   3.185 2.2   1  0    3.1208  20.1    0.5093   0.512   0.4642   0.415   
55478-4217-0017 3.20985   +0.1037   2.609 1.9   0  0    2.4945  20.71   -1.4344  0.476   -1.6220  0.535   
56593-7149-0784 3.21722   -6.0860   2.289 2.5   1  0    2.1731  20.14   3.2674   0.4     2.2109   0.272   
